scheme_code,scheme_name_x, nav_date, nav,normalized_name_x,matched_name,matched_scheme_name,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,scheme_name_y,Net Asset Value,Date,normalized_name_y
48608,Canara Rob Manufacturing Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,12.48,canararobmanufacturingfundgdirectplan,canararobecomanufacturingfunddirectplanidwcoption,Canara Robeco Manufacturing Fund - Direct Plan - IDWC Option,152449.0,INF760K01KY8,INF760K01KX0,Canara Robeco Manufacturing Fund - Direct Plan - IDWC Option,12.48,22-Jul-24,canararobecomanufacturingfunddirectplanidwcoption
48609,Canara Rob Manufacturing Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,12.48,canararobmanufacturingfundidcwdirectplan,hdfcmanufacturingfundidcwdirectplan,HDFC Manufacturing fund - IDCW - Direct Plan,152603.0,INF179KC1IJ9,INF179KC1IK7,HDFC Manufacturing fund - IDCW - Direct Plan,10.83,22-Jul-24,hdfcmanufacturingfundidcwdirectplan
48606,Canara Rob Manufacturing Fund-Reg(G),7/22/2024 12:00:00 AM,12.4,canararobmanufacturingfundregg,,,,,,,,,
48607,Canara Rob Manufacturing Fund-Reg(IDCW),7/22/2024 12:00:00 AM,12.39,canararobmanufacturingfundregidcw,,,,,,,,,
47084,Canara Rob Mid Cap Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,16.96,canararobmidcapfundgdirectplan,canararobecomidcapfunddirectplanidcw,Canara Robeco Mid Cap Fund- Direct Plan- IDCW,150818.0,INF760K01KK7,INF760K01KJ9,Canara Robeco Mid Cap Fund- Direct Plan- IDCW,16.97,22-Jul-24,canararobecomidcapfunddirectplanidcw
47085,Canara Rob Mid Cap Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,16.97,canararobmidcapfundidcwdirectplan,bandhanmidcapfundidcwdirectplan,BANDHAN MIDCAP FUND - IDCW - DIRECT PLAN,150401.0,INF194KB1DK0,INF194KB1DL8,BANDHAN MIDCAP FUND - IDCW - DIRECT PLAN,17.348,22-Jul-24,bandhanmidcapfundidcwdirectplan
46001,Canara Rob Mid Cap Fund-Reg(G),7/22/2024 12:00:00 AM,16.55,canararobmidcapfundregg,,,,,,,,,
47083,Canara Rob Mid Cap Fund-Reg(IDCW),7/22/2024 12:00:00 AM,16.55,canararobmidcapfundregidcw,canararobecomidcapfundregularplanidcw,Canara Robeco Mid Cap Fund- Regular Plan- IDCW,150819.0,INF760K01KN1,INF760K01KM3,Canara Robeco Mid Cap Fund- Regular Plan- IDCW,16.55,22-Jul-24,canararobecomidcapfundregularplanidcw
48013,Canara Rob Multi Cap Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,14.05,canararobmulticapfundgdirectplan,canararobecomidcapfunddirectplanidcw,Canara Robeco Mid Cap Fund- Direct Plan- IDCW,150818.0,INF760K01KK7,INF760K01KJ9,Canara Robeco Mid Cap Fund- Direct Plan- IDCW,16.97,22-Jul-24,canararobecomidcapfunddirectplanidcw
48014,Canara Rob Multi Cap Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,14.05,canararobmulticapfundidcwdirectplan,bandhanmulticapfundidcwdirectplan,BANDHAN MULTI CAP FUND - IDCW - DIRECT PLAN,149304.0,INF194KB1CM8,INF194KB1CN6,BANDHAN MULTI CAP FUND - IDCW - DIRECT PLAN,17.64,22-Jul-24,bandhanmulticapfundidcwdirectplan
46370,Canara Rob Multi Cap Fund-Reg(G),7/22/2024 12:00:00 AM,13.84,canararobmulticapfundregg,,,,,,,,,
48012,Canara Rob Multi Cap Fund-Reg(IDCW),7/22/2024 12:00:00 AM,13.84,canararobmulticapfundregidcw,,,,,,,,,
44041,Canara Rob Overnight Fund(DD-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1001.0012,canararobovernightfundddidcwdirectplan,,,,,,,,,
44040,Canara Rob Overnight Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,1262.9343,canararobovernightfundgdirectplan,canararobecoovernightfunddirectplangrowthoption,CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION,147531.0,INF760K01JM5,-,CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION,1262.9343,22-Jul-24,canararobecoovernightfunddirectplangrowthoption
44039,Canara Rob Overnight Fund-Reg(DD-IDCW),7/22/2024 12:00:00 AM,1001.0,canararobovernightfundregddidcw,,,,,,,,,
43350,Canara Rob Overnight Fund-Reg(G),7/22/2024 12:00:00 AM,1261.8267,canararobovernightfundregg,,,,,,,,,
18357,Canara Rob Savings Fund(DD-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.26,canararobsavingsfundddidcwdirectplan,,,,,,,,,
18358,Canara Rob Savings Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,40.2864,canararobsavingsfundgdirectplan,,,,,,,,,
18356,Canara Rob Savings Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,36.0075,canararobsavingsfundidcwdirectplan,,,,,,,,,
18359,Canara Rob Savings Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.3187,canararobsavingsfundmidcwdirectplan,,,,,,,,,
18360,Canara Rob Savings Fund(W-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.2679,canararobsavingsfundwidcwdirectplan,,,,,,,,,
533,Canara Rob Savings Fund-Reg(DD-IDCW),7/22/2024 12:00:00 AM,10.26,canararobsavingsfundregddidcw,,,,,,,,,
535,Canara Rob Savings Fund-Reg(G),7/22/2024 12:00:00 AM,39.3134,canararobsavingsfundregg,,,,,,,,,
534,Canara Rob Savings Fund-Reg(IDCW),7/22/2024 12:00:00 AM,35.2151,canararobsavingsfundregidcw,,,,,,,,,
13432,Canara Rob Savings Fund-Reg(M-IDCW),7/22/2024 12:00:00 AM,10.3169,canararobsavingsfundregmidcw,,,,,,,,,
536,Canara Rob Savings Fund-Reg(W-IDCW),7/22/2024 12:00:00 AM,10.2677,canararobsavingsfundregwidcw,,,,,,,,,
18388,Canara Rob Short Duration Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,25.6412,canararobshortdurationfundgdirectplan,canararobecoshortdurationfunddirectplangrowthoption,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION,118320.0,INF760K01DX5,-,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION,25.6412,22-Jul-24,canararobecoshortdurationfunddirectplangrowthoption
18389,Canara Rob Short Duration Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,17.4627,canararobshortdurationfundmidcwdirectplan,,,,,,,,,
19235,Canara Rob Short Duration Fund(Q-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,16.6441,canararobshortdurationfundqidcwdirectplan,,,,,,,,,
12382,Canara Rob Short Duration Fund-Reg(G),7/22/2024 12:00:00 AM,23.6407,canararobshortdurationfundregg,,,,,,,,,
12383,Canara Rob Short Duration Fund-Reg(M-IDCW),7/22/2024 12:00:00 AM,15.315,canararobshortdurationfundregmidcw,,,,,,,,,
12384,Canara Rob Short Duration Fund-Reg(Q-IDCW),7/22/2024 12:00:00 AM,15.0464,canararobshortdurationfundregqidcw,,,,,,,,,
42352,Canara Rob Small Cap Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,42.72,canararobsmallcapfundgdirectplan,,,,,,,,,
42353,Canara Rob Small Cap Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,40.16,canararobsmallcapfundidcwdirectplan,,,,,,,,,
42350,Canara Rob Small Cap Fund-Reg(G),7/22/2024 12:00:00 AM,39.14,canararobsmallcapfundregg,,,,,,,,,
42351,Canara Rob Small Cap Fund-Reg(IDCW),7/22/2024 12:00:00 AM,36.35,canararobsmallcapfundregidcw,,,,,,,,,
18384,Canara Rob Ultra Short Term Fund(DD-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1240.71,canararobultrashorttermfundddidcwdirectplan,,,,,,,,,
18385,Canara Rob Ultra Short Term Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,3771.3453,canararobultrashorttermfundgdirectplan,canararobecoultrashorttermfunddirectplangrowthoption,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION,118317.0,INF760K01GM1,-,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION,3771.3453,22-Jul-24,canararobecoultrashorttermfunddirectplangrowthoption
18383,Canara Rob Ultra Short Term Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,2158.4585,canararobultrashorttermfundidcwdirectplan,canararobecoultrashorttermfunddirectplangrowthoption,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION,118317.0,INF760K01GM1,-,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION,3771.3453,22-Jul-24,canararobecoultrashorttermfunddirectplangrowthoption
18386,Canara Rob Ultra Short Term Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1007.2938,canararobultrashorttermfundmidcwdirectplan,,,,,,,,,
18387,Canara Rob Ultra Short Term Fund(W-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1241.6284,canararobultrashorttermfundwidcwdirectplan,,,,,,,,,
5903,Canara Rob Ultra Short Term Fund-Reg(DD-IDCW),7/22/2024 12:00:00 AM,1240.71,canararobultrashorttermfundregddidcw,,,,,,,,,
5902,Canara Rob Ultra Short Term Fund-Reg(G),7/22/2024 12:00:00 AM,3564.8738,canararobultrashorttermfundregg,,,,,,,,,
36840,Canara Rob Ultra Short Term Fund-Reg(IDCW),7/22/2024 12:00:00 AM,1464.5131,canararobultrashorttermfundregidcw,canararobecoultrashorttermfundregularplanidcwpayout,CANARA ROBECO ULTRA SHORT TERM FUND- REGULAR PLAN - IDCW (Payout),140530.0,INF760K01IL9,-,CANARA ROBECO ULTRA SHORT TERM FUND- REGULAR PLAN - IDCW (Payout),1464.5131,22-Jul-24,canararobecoultrashorttermfundregularplanidcwpayout
17529,Canara Rob Ultra Short Term Fund-Reg(M-IDCW),7/22/2024 12:00:00 AM,1006.909,canararobultrashorttermfundregmidcw,,,,,,,,,
6958,Canara Rob Ultra Short Term Fund-Reg(W-IDCW),7/22/2024 12:00:00 AM,1241.5563,canararobultrashorttermfundregwidcw,,,,,,,,,
45804,Canara Rob Value Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,19.0,canararobvaluefundgdirectplan,,,,,,,,,
45805,Canara Rob Value Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,18.99,canararobvaluefundidcwdirectplan,,,,,,,,,
45802,Canara Rob Value Fund-Reg(G),7/22/2024 12:00:00 AM,18.13,canararobvaluefundregg,,,,,,,,,
45803,Canara Rob Value Fund-Reg(IDCW),7/22/2024 12:00:00 AM,18.13,canararobvaluefundregidcw,,,,,,,,,
27621,CPSE ETF,7/22/2024 12:00:00 AM,99.6864,cpseetf,cpseetf,CPSE ETF,140107.0,INF457M01133,-,CPSE ETF,99.6864,22-Jul-24,cpseetf
36796,CPSE ETF-(FFO),7/22/2024 12:00:00 AM,99.6864,cpseetfffo,cpseetf,CPSE ETF,140107.0,INF457M01133,-,CPSE ETF,99.6864,22-Jul-24,cpseetf
37241,CPSE ETF-(FFO)-2,7/22/2024 12:00:00 AM,99.6864,cpseetfffo2,,,,,,,,,
37681,CPSE ETF-(FFO)-2-Anchor Investors,7/22/2024 12:00:00 AM,99.6864,cpseetfffo2anchorinvestors,,,,,,,,,
37419,CPSE ETF-(FFO)-2-Inst,7/22/2024 12:00:00 AM,99.6864,cpseetfffo2inst,,,,,,,,,
41697,CPSE ETF-(FFO)-3,7/22/2024 12:00:00 AM,99.6864,cpseetfffo3,,,,,,,,,
42061,CPSE ETF-(FFO)-3-Institutional Investors,7/22/2024 12:00:00 AM,99.6864,cpseetfffo3institutionalinvestors,,,,,,,,,
42060,CPSE ETF-(FFO)-3-Retail Investors,7/22/2024 12:00:00 AM,99.6864,cpseetfffo3retailinvestors,,,,,,,,,
43160,CPSE ETF-(FFO)-4,7/22/2024 12:00:00 AM,99.6864,cpseetfffo4,,,,,,,,,
43162,CPSE ETF-(FFO)-4-Institutional Investors,7/22/2024 12:00:00 AM,99.6864,cpseetfffo4institutionalinvestors,,,,,,,,,
43161,CPSE ETF-(FFO)-4-Retail Investors,7/22/2024 12:00:00 AM,99.6864,cpseetfffo4retailinvestors,,,,,,,,,
44067,CPSE ETF-(FFO)-5,7/22/2024 12:00:00 AM,99.6864,cpseetfffo5,,,,,,,,,
44069,CPSE ETF-(FFO)-5-Institutional Investors,7/22/2024 12:00:00 AM,99.6864,cpseetfffo5institutionalinvestors,,,,,,,,,
44068,CPSE ETF-(FFO)-5-Retail Investors,7/22/2024 12:00:00 AM,99.6864,cpseetfffo5retailinvestors,,,,,,,,,
37012,CPSE ETF-(FFO)-Inst,7/22/2024 12:00:00 AM,99.6864,cpseetfffoinst,,,,,,,,,
30630,DSP 10Y G-Sec Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,20.4751,dsp10ygsecfundgdirectplan,dsp10ygsecfunddirectplanidcw,DSP 10Y G-Sec Fund - Direct Plan - IDCW,131304.0,INF740K010J2,INF740K011J0,DSP 10Y G-Sec Fund - Direct Plan - IDCW,10.8153,22-Jul-24,dsp10ygsecfunddirectplanidcw
30631,DSP 10Y G-Sec Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.8153,dsp10ygsecfundidcwdirectplan,dsp10ygsecfunddirectplanidcw,DSP 10Y G-Sec Fund - Direct Plan - IDCW,131304.0,INF740K010J2,INF740K011J0,DSP 10Y G-Sec Fund - Direct Plan - IDCW,10.8153,22-Jul-24,dsp10ygsecfunddirectplanidcw
43467,DSP 10Y G-Sec Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,10.8153,dsp10ygsecfundidcwreinvdirectplan,,,,,,,,,
43468,DSP 10Y G-Sec Fund(M-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,10.4766,dsp10ygsecfundmidcwreinvdirectplan,,,,,,,,,
30632,DSP 10Y G-Sec Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.4766,dsp10ygsecfundmidcwdirectplan,dsp10ygsecfunddirectplanidcw,DSP 10Y G-Sec Fund - Direct Plan - IDCW,131304.0,INF740K010J2,INF740K011J0,DSP 10Y G-Sec Fund - Direct Plan - IDCW,10.8153,22-Jul-24,dsp10ygsecfunddirectplanidcw
43469,DSP 10Y G-Sec Fund(Q-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,10.8275,dsp10ygsecfundqidcwreinvdirectplan,,,,,,,,,
30633,DSP 10Y G-Sec Fund(Q-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.8275,dsp10ygsecfundqidcwdirectplan,dsp10ygsecfunddirectplanidcw,DSP 10Y G-Sec Fund - Direct Plan - IDCW,131304.0,INF740K010J2,INF740K011J0,DSP 10Y G-Sec Fund - Direct Plan - IDCW,10.8153,22-Jul-24,dsp10ygsecfunddirectplanidcw
17573,DSP 10Y G-Sec Fund-Reg(G),7/22/2024 12:00:00 AM,20.0237,dsp10ygsecfundregg,,,,,,,,,
17574,DSP 10Y G-Sec Fund-Reg(IDCW),7/22/2024 12:00:00 AM,10.6191,dsp10ygsecfundregidcw,dsp10ygsecfundregularplanidcw,DSP 10Y G-Sec Fund - Regular Plan - IDCW,131298.0,INF740K013I8,INF740K014I6,DSP 10Y G-Sec Fund - Regular Plan - IDCW,10.6191,22-Jul-24,dsp10ygsecfundregularplanidcw
37073,DSP 10Y G-Sec Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,10.6191,dsp10ygsecfundregidcwreinv,,,,,,,,,
17571,DSP 10Y G-Sec Fund-Reg(M-IDCW Reinv),7/22/2024 12:00:00 AM,10.6384,dsp10ygsecfundregmidcwreinv,,,,,,,,,
17575,DSP 10Y G-Sec Fund-Reg(M-IDCW),7/22/2024 12:00:00 AM,10.6384,dsp10ygsecfundregmidcw,dsp10ygsecfundregularplanidcw,DSP 10Y G-Sec Fund - Regular Plan - IDCW,131298.0,INF740K013I8,INF740K014I6,DSP 10Y G-Sec Fund - Regular Plan - IDCW,10.6191,22-Jul-24,dsp10ygsecfundregularplanidcw
17572,DSP 10Y G-Sec Fund-Reg(Q-IDCW Reinv),7/22/2024 12:00:00 AM,10.8839,dsp10ygsecfundregqidcwreinv,,,,,,,,,
17576,DSP 10Y G-Sec Fund-Reg(Q-IDCW),7/22/2024 12:00:00 AM,10.8839,dsp10ygsecfundregqidcw,dsp10ygsecfundregularplanidcw,DSP 10Y G-Sec Fund - Regular Plan - IDCW,131298.0,INF740K013I8,INF740K014I6,DSP 10Y G-Sec Fund - Regular Plan - IDCW,10.6191,22-Jul-24,dsp10ygsecfundregularplanidcw
38613,DSP Arbitrage Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,14.627,dsparbitragefundgdirectplan,dsparbitragefunddirectidcw,DSP Arbitrage Fund - Direct - IDCW,142279.0,INF740KA1DO2,INF740KA1DP9,DSP Arbitrage Fund - Direct - IDCW,12.154,22-Jul-24,dsparbitragefunddirectidcw
38614,DSP Arbitrage Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,12.154,dsparbitragefundidcwdirectplan,,,,,,,,,
43472,DSP Arbitrage Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,12.154,dsparbitragefundidcwreinvdirectplan,,,,,,,,,
43473,DSP Arbitrage Fund(M-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,12.539,dsparbitragefundmidcwreinvdirectplan,,,,,,,,,
38615,DSP Arbitrage Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,12.539,dsparbitragefundmidcwdirectplan,,,,,,,,,
30760,DSP Arbitrage Fund-Reg(G),7/22/2024 12:00:00 AM,14.056,dsparbitragefundregg,dsparbitragefundregulargrowth,DSP Arbitrage Fund - Regular - Growth,142282.0,INF740KA1DI4,-,DSP Arbitrage Fund - Regular - Growth,14.056,22-Jul-24,dsparbitragefundregulargrowth
38611,DSP Arbitrage Fund-Reg(IDCW),7/22/2024 12:00:00 AM,11.748,dsparbitragefundregidcw,dsparbitragefundregularidcw,DSP Arbitrage Fund - Regular - IDCW,142280.0,INF740KA1DJ2,INF740KA1DK0,DSP Arbitrage Fund - Regular - IDCW,11.748,22-Jul-24,dsparbitragefundregularidcw
43470,DSP Arbitrage Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,11.748,dsparbitragefundregidcwreinv,dsparbitragefundregularidcw,DSP Arbitrage Fund - Regular - IDCW,142280.0,INF740KA1DJ2,INF740KA1DK0,DSP Arbitrage Fund - Regular - IDCW,11.748,22-Jul-24,dsparbitragefundregularidcw
43471,DSP Arbitrage Fund-Reg(M-IDCW Reinv),7/22/2024 12:00:00 AM,11.464,dsparbitragefundregmidcwreinv,dsparbitragefundregularidcw,DSP Arbitrage Fund - Regular - IDCW,142280.0,INF740KA1DJ2,INF740KA1DK0,DSP Arbitrage Fund - Regular - IDCW,11.748,22-Jul-24,dsparbitragefundregularidcw
38612,DSP Arbitrage Fund-Reg(M-IDCW),7/22/2024 12:00:00 AM,11.464,dsparbitragefundregmidcw,dsparbitragefundregularidcw,DSP Arbitrage Fund - Regular - IDCW,142280.0,INF740KA1DJ2,INF740KA1DK0,DSP Arbitrage Fund - Regular - IDCW,11.748,22-Jul-24,dsparbitragefundregularidcw
48352,DSP Banking & Financial Services Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,11.413,dspbankingfinancialservicesfundgdirectplan,dspbankingfinancialservicesfunddirectidcw,DSP Banking & Financial Services Fund - Direct - IDCW,152207.0,INF740KA1TR1,INF740KA1TS9,DSP Banking & Financial Services Fund - Direct - IDCW,11.413,22-Jul-24,dspbankingfinancialservicesfunddirectidcw
48728,DSP Banking & Financial Services Fund(IDCW Reinvest)-Direct Plan,7/22/2024 12:00:00 AM,11.413,dspbankingfinancialservicesfundidcwreinvestdirectplan,hdfcbankingfinancialservicesfundidcwoptiondirectplan,HDFC Banking & Financial Services Fund - IDCW Option - Direct Plan,148985.0,INF179KC1BH8,INF179KC1BI6,HDFC Banking & Financial Services Fund - IDCW Option - Direct Plan,15.613,22-Jul-24,hdfcbankingfinancialservicesfundidcwoptiondirectplan
48353,DSP Banking & Financial Services Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.413,dspbankingfinancialservicesfundidcwdirectplan,hdfcbankingfinancialservicesfundidcwoptiondirectplan,HDFC Banking & Financial Services Fund - IDCW Option - Direct Plan,148985.0,INF179KC1BH8,INF179KC1BI6,HDFC Banking & Financial Services Fund - IDCW Option - Direct Plan,15.613,22-Jul-24,hdfcbankingfinancialservicesfundidcwoptiondirectplan
48350,DSP Banking & Financial Services Fund-Reg(G),7/22/2024 12:00:00 AM,11.305,dspbankingfinancialservicesfundregg,dspbankingfinancialservicesfundregulargrowth,DSP Banking & Financial Services Fund - Regular - Growth,152208.0,INF740KA1TN0,-,DSP Banking & Financial Services Fund - Regular - Growth,11.305,22-Jul-24,dspbankingfinancialservicesfundregulargrowth
48415,DSP Banking & Financial Services Fund-Reg(IDCW Reinvest),7/22/2024 12:00:00 AM,11.305,dspbankingfinancialservicesfundregidcwreinvest,dspbankingfinancialservicesfundregularidcw,DSP Banking & Financial Services Fund - Regular - IDCW,152209.0,INF740KA1TO8,INF740KA1TP5,DSP Banking & Financial Services Fund - Regular - IDCW,11.305,22-Jul-24,dspbankingfinancialservicesfundregularidcw
48351,DSP Banking & Financial Services Fund-Reg(IDCW),7/22/2024 12:00:00 AM,11.305,dspbankingfinancialservicesfundregidcw,dspbankingfinancialservicesfundregularidcw,DSP Banking & Financial Services Fund - Regular - IDCW,152209.0,INF740KA1TO8,INF740KA1TP5,DSP Banking & Financial Services Fund - Regular - IDCW,11.305,22-Jul-24,dspbankingfinancialservicesfundregularidcw
23792,DSP Banking & PSU Debt Fund(DD-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.16,dspbankingpsudebtfundddidcwdirectplan,dspbankingpsudebtfunddirectplanidcw,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,124178.0,INF740K01A18,INF740K01A26,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,10.4694,22-Jul-24,dspbankingpsudebtfunddirectplanidcw
23473,DSP Banking & PSU Debt Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,23.0154,dspbankingpsudebtfundgdirectplan,dspbankingpsudebtfunddirectplanidcw,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,124178.0,INF740K01A18,INF740K01A26,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,10.4694,22-Jul-24,dspbankingpsudebtfunddirectplanidcw
23474,DSP Banking & PSU Debt Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.4694,dspbankingpsudebtfundidcwdirectplan,dspbankingpsudebtfunddirectplanidcw,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,124178.0,INF740K01A18,INF740K01A26,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,10.4694,22-Jul-24,dspbankingpsudebtfunddirectplanidcw
43474,DSP Banking & PSU Debt Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,10.4694,dspbankingpsudebtfundidcwreinvdirectplan,dspbankingpsudebtfunddirectplanidcw,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,124178.0,INF740K01A18,INF740K01A26,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,10.4694,22-Jul-24,dspbankingpsudebtfunddirectplanidcw
43475,DSP Banking & PSU Debt Fund(M-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,10.32,dspbankingpsudebtfundmidcwreinvdirectplan,dspbankingpsudebtfunddirectplanidcw,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,124178.0,INF740K01A18,INF740K01A26,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,10.4694,22-Jul-24,dspbankingpsudebtfunddirectplanidcw
23794,DSP Banking & PSU Debt Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.32,dspbankingpsudebtfundmidcwdirectplan,dspbankingpsudebtfunddirectplanidcw,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,124178.0,INF740K01A18,INF740K01A26,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,10.4694,22-Jul-24,dspbankingpsudebtfunddirectplanidcw
43476,DSP Banking & PSU Debt Fund(Q-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,10.2813,dspbankingpsudebtfundqidcwreinvdirectplan,dspbankingpsudebtfunddirectplanidcw,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,124178.0,INF740K01A18,INF740K01A26,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,10.4694,22-Jul-24,dspbankingpsudebtfunddirectplanidcw
23795,DSP Banking & PSU Debt Fund(Q-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.2813,dspbankingpsudebtfundqidcwdirectplan,dspbankingpsudebtfunddirectplanidcw,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,124178.0,INF740K01A18,INF740K01A26,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,10.4694,22-Jul-24,dspbankingpsudebtfunddirectplanidcw
23793,DSP Banking & PSU Debt Fund(W-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.1689,dspbankingpsudebtfundwidcwdirectplan,dspbankingpsudebtfunddirectplanidcw,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,124178.0,INF740K01A18,INF740K01A26,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,10.4694,22-Jul-24,dspbankingpsudebtfunddirectplanidcw
23791,DSP Banking & PSU Debt Fund-Reg(DD-IDCW),7/22/2024 12:00:00 AM,10.16,dspbankingpsudebtfundregddidcw,dspbankingpsudebtfundregularplanidcw,DSP Banking & PSU Debt Fund - Regular Plan - IDCW,124174.0,INF740K01ZU6,INF740K01ZV4,DSP Banking & PSU Debt Fund - Regular Plan - IDCW,10.4602,22-Jul-24,dspbankingpsudebtfundregularplanidcw
22142,DSP Banking & PSU Debt Fund-Reg(G),7/22/2024 12:00:00 AM,22.2891,dspbankingpsudebtfundregg,,,,,,,,,
23472,DSP Banking & PSU Debt Fund-Reg(IDCW),7/22/2024 12:00:00 AM,10.4602,dspbankingpsudebtfundregidcw,dspbankingpsudebtfundregularplanidcw,DSP Banking & PSU Debt Fund - Regular Plan - IDCW,124174.0,INF740K01ZU6,INF740K01ZV4,DSP Banking & PSU Debt Fund - Regular Plan - IDCW,10.4602,22-Jul-24,dspbankingpsudebtfundregularplanidcw
37606,DSP Banking & PSU Debt Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,10.4602,dspbankingpsudebtfundregidcwreinv,dspbankingpsudebtfundregularplanidcw,DSP Banking & PSU Debt Fund - Regular Plan - IDCW,124174.0,INF740K01ZU6,INF740K01ZV4,DSP Banking & PSU Debt Fund - Regular Plan - IDCW,10.4602,22-Jul-24,dspbankingpsudebtfundregularplanidcw
23754,DSP Banking & PSU Debt Fund-Reg(M-IDCW Reinv),7/22/2024 12:00:00 AM,10.31,dspbankingpsudebtfundregmidcwreinv,dspbankingpsudebtfundregularplanidcw,DSP Banking & PSU Debt Fund - Regular Plan - IDCW,124174.0,INF740K01ZU6,INF740K01ZV4,DSP Banking & PSU Debt Fund - Regular Plan - IDCW,10.4602,22-Jul-24,dspbankingpsudebtfundregularplanidcw
