Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,scheme_name,Net Asset Value,Date
135500,INF174K01Z14,INF174K01Z22,Kotak Bond Short Term Plan - Direct - Standard Income Distribution cum capital withdrawal option,14.9385,22-Jul-24
135501,INF174K01Y98,INF174K01Z06,Kotak Bond Short Term Plan - Regular Plan - Normal Dividend,11.4374,22-Jul-24
101373,INF174K01ES7,-,Kotak Bond Short Term Plan-(Growth),48.3015,22-Jul-24
119739,INF174K01JI7,-,Kotak Bond Short Term Plan-(Growth) - Direct,52.7948,22-Jul-24
101372,INF174K01EU3,INF174K01ET5,Kotak Bond Short Term Plan-(Payout of Income Distribution cum capital withdrawal option),10.0545,17-Sep-21
145954,INF767K01PW6,-,LIC MF Short Duration Fund-Direct Plan-Growth,14.3209,22-Jul-24
145953,INF767K01PX4,INF767K01PY2,LIC MF Short Duration Fund-Direct Plan-IDCW,14.3209,22-Jul-24
151959,INF397L01BH1,INF397L01BI9,LIC MF Short Duration Fund-Direct Plan-Monthly IDCW,14.3201,22-Jul-24
151960,INF397L01BK5,INF397L01BL3,LIC MF Short Duration Fund-Direct Plan-Weekly IDCW,14.3196,22-Jul-24
145952,INF767K01PT2,-,LIC MF Short Duration Fund-Regular Plan-Growth,13.5295,22-Jul-24
145951,INF767K01PU0,INF767K01PV8,LIC MF Short Duration Fund-Regular Plan-IDCW,13.5295,22-Jul-24
151955,INF397L01406,INF397L01414,LIC MF Short Duration Fund-Regular Plan-Monthly IDCW,13.5298,22-Jul-24
151956,INF397L01430,INF397L01448,LIC MF Short Duration Fund-Regular Plan-Weekly IDCW,12.6998,22-Jul-24
148730,INF174V01AO1,INF174V01AN3,Mahindra Manulife Short Duration Fund - Direct Plan - IDCW,11.365,22-Jul-24
148729,INF174V01AM5,-,Mahindra Manulife Short Duration Fund - Direct Plan -Growth,12.223,22-Jul-24
148727,INF174V01AJ1,-,Mahindra Manulife Short Duration Fund - Regular Plan - Growth,11.8279,22-Jul-24
148728,INF174V01AL7,INF174V01AK9,Mahindra Manulife Short Duration Fund - Regular Plan - IDCW,10.9763,22-Jul-24
142641,INF769K01DX6,-,Mirae Asset Short Duration Fund - Direct Plan - Growth,15.3452,22-Jul-24
142640,INF769K01DY4,INF769K01DZ1,Mirae Asset Short Duration Fund - Direct Plan - IDCW,15.3162,22-Jul-24
142642,INF769K01DU2,-,Mirae Asset Short Duration Fund - Regular Plan - Growth,14.5827,22-Jul-24
142643,INF769K01DV0,INF769K01DW8,Mirae Asset Short Duration Fund - Regular Plan - IDCW,14.5858,22-Jul-24
125269,INF204KA1ES0,INF204KA1ET8,NIPPON INDIA SHORT TERM FUND - Direct Plan - IDCW Option,21.3906,22-Jul-24
118797,INF204K01B40,-,NIPPON INDIA SHORT TERM FUND - Direct Plan - MONTHLY IDCW Option,11.7487,22-Jul-24
118800,INF204K01B65,INF204K01B73,NIPPON INDIA SHORT TERM FUND - Direct Plan - QUARTERLY IDCW OPTION,15.1796,22-Jul-24
118796,INF204K01B32,-,Nippon India Short Term Fund - Direct Plan Growth Plan - Growth Option,52.6337,22-Jul-24
125268,INF204KA1EQ4,INF204KA1ER2,NIPPON INDIA SHORT TERM FUND - IDCW Option,19.8096,22-Jul-24
101667,INF204K01FM2,INF204K01FN0,NIPPON INDIA SHORT TERM FUND - MONTHLY IDCW Option,11.5218,22-Jul-24
101669,INF204K01FO8,INF204K01FP5,NIPPON INDIA SHORT TERM FUND - QUARTERLY IDCW OPTION,14.8354,22-Jul-24
101665,INF204K01FL4,-,Nippon India Short Term Fund-Growth Plan,48.7028,22-Jul-24
106230,INF200K01IA9,INF200K01IB7,SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),13.9591,22-Jul-24
106229,INF200K01IC5,INF200K01ID3,SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),15.3897,22-Jul-24
106228,INF200K01IE1,INF200K01IF8,SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),13.938,22-Jul-24
106227,INF200K01IG6,-,SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND - RETAIL - GROWTH,33.6003,22-Jul-24
119813,INF200K01VF1,INF200K01VG9,SBI Short Term Debt Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),17.5118,22-Jul-24
119816,INF200K01VE4,-,SBI SHORT TERM DEBT FUND - DIRECT PLAN -GROWTH,31.4069,22-Jul-24
119815,INF200K01VC8,INF200K01VD6,SBI Short Term Debt Fund - Direct Plan Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),21.1543,22-Jul-24
119817,INF200K01VH7,INF200K01VI5,SBI Short Term Debt Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),13.7571,22-Jul-24
106233,INF200K01HV7,INF200K01HW5,SBI Short Term Debt Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),16.4188,22-Jul-24
106231,INF200K01HZ8,-,SBI SHORT TERM DEBT FUND - REGULAR PLAN -GROWTH,29.6976,22-Jul-24
106234,INF200K01HT1,INF200K01HU9,SBI Short Term Debt Fund - Regular Plan Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),13.4518,22-Jul-24
106232,INF200K01HX3,INF200K01HY1,SBI Short Term Debt Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),13.4651,22-Jul-24
149588,INF173K01GQ8,INF173K01GR6,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Plan - Monthly,12.8976,22-Jul-24
149726,INF903JA1KR6,-,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Direct Plan Annual IDCW,14.3719,22-Jul-24
149727,INF903JA1KP0,INF903JA1KL9,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Direct Plan Fortnightly IDCW,12.9214,28-Jun-24
149733,INF903JA1KN5,-,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Direct Plan Halfyearly IDCW,14.225,22-Jul-24
149728,INF903JA1KM7,-,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Direct Plan Quarterly IDCW,14.3176,22-Jul-24
149729,INF903JA1KO3,INF903JA1KS4,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Direct Weekly IDCW,12.8985,28-Jun-24
149734,INF903JA1KH7,INF903JA1KD6,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Fortnightly IDCW,12.8838,28-Jun-24
149730,INF903JA1KF1,-,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Halfyearly IDCW,13.9726,22-Jul-24
149735,INF903JA1KJ3,-,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Plan Annual IDCW,14.1186,22-Jul-24
149736,-,INF903JA1KI5,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Principal Units,14.7914,22-Jul-24
149731,INF903JA1KE4,-,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Quarterly IDCW,14.0649,22-Jul-24
149732,INF903JA1KG9,INF903JA1KK1,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Weekly IDCW,12.8624,28-Jun-24
149587,INF173K01GP0,-,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Direct Plan - Growth Option,44.0635,22-Jul-24
149585,INF173K01BA3,-,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Growth Plan,40.9478,22-Jul-24
149586,INF173K01BB1,INF173K01BC9,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Income Distribution CUM Capital Withdrawal Option - Monthly,12.8617,22-Jul-24
119949,INF277K01QR4,-,Tata Short Term Bond Fund - Direct Plan - Growth Option,48.8849,22-Jul-24
101548,INF277K01972,-,Tata Short Term Bond Fund -Regular Plan- Growth Option,44.5284,22-Jul-24
119950,INF277K01QP8,INF277K01QQ6,Tata Short Term Bond Fund Direct Plan - Monthly Payout of IDCW Option,22.1998,22-Jul-24
133974,INF277K01P38,INF277K01P46,Tata Short Term Bond Fund- Direct Plan - Periodic Payout of IDCW Option,25.9362,22-Jul-24
101547,INF277K01EI9,INF277K01964,Tata Short Term Bond Fund- Regular Plan - Monthly Payout of IDCW Option,20.1084,22-Jul-24
133975,INF277K01P12,INF277K01P20,Tata Short Term Bond Fund- Regular Plan - Periodic Payout of IDCW Option,23.5922,22-Jul-24
149076,INF0GCD01370,-,TRUSTMF Short Duration Fund-Direct Plan-Growth,1175.889,22-Jul-24
149078,INF0GCD01396,INF0GCD01404,TRUSTMF Short Duration Fund-Direct Plan-Monthly Income Distribution Cum Capital Withdrawal,1076.2981,22-Jul-24
149079,INF0GCD01412,INF0GCD01420,TRUSTMF Short Duration Fund-Direct Plan-Quarterly Income Distribution Cum Capital Withdrawal,1088.195,22-Jul-24
149077,-,INF0GCD01388,TRUSTMF Short Duration Fund-Direct Plan-Weekly Income Distribution Cum Capital Withdrawal,1060.7141,22-Jul-24
149073,INF0GCD01313,-,TRUSTMF Short Duration Fund-Regular Plan-Growth,1158.6099,22-Jul-24
149080,INF0GCD01339,INF0GCD01347,TRUSTMF Short Duration Fund-Regular Plan-Monthly Income Distribution Cum Capital Withdrawal,1068.1508,22-Jul-24
149075,INF0GCD01354,INF0GCD01362,TRUSTMF Short Duration Fund-Regular Plan-Quarterly Income Distribution Cum Capital Withdrawal,1071.3942,22-Jul-24
149074,-,INF0GCD01321,TRUSTMF Short Duration Fund-Regular Plan-Weekly Income Distribution Cum Capital Withdrawal,1053.1904,22-Jul-24
135497,INF789FA1R33,INF789FA1R41,UTI Short Duration Fund - Direct Plan - Annual IDCW,12.6569,22-Jul-24
124962,INF789FB1T70,INF789FB1T62,UTI Short Duration Fund - Direct Plan - Flexi IDCW,17.1959,22-Jul-24
120718,INF789F01XY0,-,UTI Short Duration Fund - Direct Plan - Growth Option,31.1329,22-Jul-24
131425,INF789FA1R17,INF789FA1R25,UTI Short Duration Fund - Direct Plan - Half Yearly Dividend Option,12.7454,22-Jul-24
131548,INF789F01XZ7,INF789F01YA8,UTI Short Duration Fund - Direct Plan - Monthly IDCW,10.5799,22-Jul-24
120719,INF789FA1R66,INF789FA1R74,UTI Short Duration Fund - Direct Plan - Quarterly IDCW,17.6035,22-Jul-24
106383,INF789F01AH3,INF789F01AI1,UTI Short Duration Fund - Discontinued Regular Option - Dividend Sub Option,21.8874,22-Jul-24
106384,INF789F01AJ9,-,UTI Short Duration Fund - Discontinued Regular Option -Growth Sub Option,41.4031,22-Jul-24
134517,INF789FA1Q91,INF789FA1R09,UTI Short Duration Fund - Regular Plan - Annual IDCW,12.9918,22-Jul-24
125045,INF789FB1T54,INF789FB1T47,UTI Short Duration Fund - Regular Plan - Flexi IDCW,16.775,22-Jul-24
106624,INF789F01QA4,-,UTI Short Duration Fund - Regular Plan - Growth Option,29.3779,22-Jul-24
131424,INF789FA1Q75,INF789FA1Q83,UTI Short Duration Fund - Regular Plan - Half-Yearly IDCW,12.5842,22-Jul-24
131547,INF789F01QB2,INF789F01QC0,UTI Short Duration Fund - Regular Plan - Monthly IDCW,11.8246,22-Jul-24
106980,INF789FC1GD5,INF789FA1R58,UTI Short Duration Fund - Regular Plan - Quarterly IDCW,15.2022,22-Jul-24
112016,INF209K01JT8,-,Aditya Birla Sun Life Savings Fund - Discipline Advantage Plan,293.4872,22-Jul-24
119501,INF209K01UR9,-,Aditya Birla Sun Life Savings Fund - Growth - Direct Plan,518.2377,22-Jul-24
101317,INF209K01LZ1,-,Aditya Birla Sun Life Savings Fund - Growth - Regular Plan,510.143,22-Jul-24
119500,INF209K01UQ1,-,Aditya Birla Sun Life Savings Fund-DIRECT - DAILY IDCW,100.2586,22-Jul-24
119499,INF209K01US7,-,Aditya Birla Sun Life Savings Fund-DIRECT - WEEKLY IDCW,100.3867,22-Jul-24
105888,INF209K01LY4,-,Aditya Birla Sun Life Savings Fund-Regular - DAILY IDCW,100.2594,22-Jul-24
105887,INF209K01MA2,-,Aditya Birla Sun Life Savings Fund-Regular - weekly IDCW,100.3723,22-Jul-24
109108,INF209K01MB0,-,Aditya Birla Sun Life Savings Fund-Retail - Daily IDCW,100.2679,22-Jul-24
101316,INF209K01MC8,-,Aditya Birla Sun Life Savings Fund-Retail Growth,493.6569,22-Jul-24
105881,INF209K01MD6,-,Aditya Birla Sun Life Savings Fund-Weekly - retail IDCW,100.3727,22-Jul-24
144753,-,INF846K01F57,Axis Ultra Short Term Fund - Direct Plan - Daily IDCW,10.0338,22-Jul-24
144755,INF846K01F99,INF846K01F81,Axis Ultra Short Term Fund - Direct Plan - Monthly IDCW,10.0864,22-Jul-24
144756,INF846K01G15,INF846K01G07,Axis Ultra Short Term Fund - Direct Plan - Regular IDCW,14.5423,22-Jul-24
144757,INF846K01F73,INF846K01F65,Axis Ultra Short Term Fund - Direct Plan - Weekly IDCW,10.05,22-Jul-24
144754,INF846K01F40,-,Axis Ultra Short Term Fund - Direct Plan Growth,14.5408,22-Jul-24
144758,-,INF846K01G31,Axis Ultra Short Term Fund - Regular Plan - Daily IDCW,10.0689,22-Jul-24
144760,INF846K01G72,INF846K01G64,Axis Ultra Short Term Fund - Regular Plan - Monthly IDCW,10.0896,22-Jul-24
144761,INF846K01G98,INF846K01G80,Axis Ultra Short Term Fund - Regular Plan - Regular IDCW,13.8113,22-Jul-24
144762,INF846K01G56,INF846K01G49,Axis Ultra Short Term Fund - Regular Plan - Weekly IDCW,10.0671,22-Jul-24
144759,INF846K01G23,-,Axis Ultra Short Term Fund - Regular Plan Growth,13.8114,22-Jul-24
144195,INF194KA11S2,INF194KA12S0,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN -MONTHLY IDCW,10.0878,22-Jul-24
144173,INF194KA16R3,-,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN GROWTH,14.3721,22-Jul-24
144196,INF194KA17S9,INF194KA18S7,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN PERIODIC IDCW,12.1957,22-Jul-24
144192,INF194KA14S6,INF194KA15S3,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN QUARTERLY IDCW,10.3527,22-Jul-24
144191,INF194KA10T2,INF194KA11T0,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN- WEEKLY IDCW,10.0755,22-Jul-24
144174,INF194KA18R9,INF194KA19R7,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN-DAILY IDCW,10.0367,22-Jul-24
144172,INF194KA12Q4,INF194KA13Q2,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN DAILY IDCW,10.0519,22-Jul-24
144171,INF194KA10Q8,-,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN GROWTH,14.2244,22-Jul-24
144194,INF194KA15Q7,INF194KA16Q5,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN MONTHLY IDCW,10.0923,22-Jul-24
144193,INF194KA11R4,INF194KA12R2,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN PERIODIC IDCW,11.9673,22-Jul-24
144190,INF194KA18Q1,INF194KA19Q9,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN QUARTERLY IDCW,10.3404,22-Jul-24
144189,INF194KA14R8,INF194KA15R5,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN WEEKLY IDCW,10.0768,22-Jul-24
119380,-,INF761K01CT3,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,1011.928,22-Jul-24
119379,INF761K01892,-,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Growth,3056.8948,22-Jul-24
119381,-,INF761K01CU1,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Weekly IDCW,1008.2673,22-Jul-24
126389,INF761K01CS5,-,BANK OF INDIA Ultra Short Duration Fund- Direct Plan-Bonus,3041.8828,22-Jul-24
111970,-,INF761K01CW7,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,1007.4498,22-Jul-24
109269,INF761K01298,-,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Growth,2968.5305,22-Jul-24
109264,-,INF761K01CX5,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Weekly IDCW,1008.7057,22-Jul-24
143510,INF251K01SN4,INF955L01GY0,Baroda BNP Paribas Ultra Short Duratio Fund- Regular Plan- Weekly IDCW,1002.1703,22-Jul-24
143507,-,INF955L01GW4,Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Daily IDCW,1006.2583,22-Jul-24
143464,INF955L01GX2,-,Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Growth,1440.3085,22-Jul-24
143511,-,INF955L01GZ7,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Daily IDCW,1007.0751,22-Jul-24
143508,INF955L01HA8,-,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Growth,1456.5511,22-Jul-24
143509,INF251K01SM6,INF955L01HB6,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Weekly IDCW,1001.8081,22-Jul-24
118315,-,INF760K01GL3,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - DAILY IDCW (Reinvestment),1240.71,22-Jul-24
118317,INF760K01GM1,-,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION,3771.3453,22-Jul-24
118319,INF760K01GN9,-,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),2158.4585,22-Jul-24
118318,INF760K01GP4,INF760K01GO7,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),1007.2938,22-Jul-24
118316,INF760K01GQ2,INF760K01GR0,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment),1241.6284,22-Jul-24
109372,-,INF760K01DA3,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),1240.71,22-Jul-24
109371,INF760K01DC9,-,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - GROWTH OPTION,3564.8738,22-Jul-24
109370,INF760K01CA5,INF760K01DD7,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),1006.909,22-Jul-24
109366,INF760K01DE5,INF760K01DF2,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),1241.5563,22-Jul-24
140530,INF760K01IL9,-,CANARA ROBECO ULTRA SHORT TERM FUND- REGULAR PLAN - IDCW (Payout),1464.5131,22-Jul-24
119205,INF740K01ON5,-,DSP Ultra Short Fund - Direct Plan - Growth,3444.7097,22-Jul-24
119206,INF740K01OQ8,INF740K01OR6,DSP Ultra Short Fund - Direct Plan - IDCW,1122.2573,22-Jul-24
119203,-,INF740KA1NT0,DSP Ultra Short Fund - Direct Plan - IDCW - Daily,1005.3951,22-Jul-24
119204,INF740K01OO3,INF740K01OP0,DSP Ultra Short Fund - Direct Plan - IDCW - Monthly,1080.1089,22-Jul-24
119207,INF740KA1NU8,INF740KA1NV6,DSP Ultra Short Fund - Direct Plan - IDCW - Weekly,1005.8283,22-Jul-24
104138,INF740K01QQ3,-,DSP Ultra Short Fund - Regular Plan - Growth,3189.7464,22-Jul-24
104140,-,INF740KA1NW4,DSP Ultra Short Fund - Regular Plan - IDCW - Daily Reinvest,1005.4914,22-Jul-24
117063,INF740K01QS9,INF740K01QR1,DSP Ultra Short Fund - Regular Plan - IDCW - Monthly,1072.6749,22-Jul-24
117995,INF740K01MK5,-,DSP Ultra Short Fund - Regular Plan - IDCW - Payout,1111.3404,22-Jul-24
104139,-,-,DSP Ultra Short Fund - Regular Plan - IDCW - Weekly Reinvest,1005.7482,22-Jul-24
107248,INF090I01CG8,-,Franklin India Ultra Short Bond Fund - Institutional - Growth,33.7757,07-Aug-22
109574,INF090I01CE3,INF090I01CF0,Franklin India Ultra Short Bond Fund - Institutional - Weekly Dividend,0,01-Sep-15
107251,-,INF090I01CD5,Franklin India Ultra Short Bond Fund - Institutional Plan - Daily - IDCW,12.37,07-Aug-22
107247,INF090I01CK0,-,Franklin India Ultra Short Bond Fund - Retail - Growth,32.9262,07-Aug-22
107252,-,INF090I01CH6,Franklin India Ultra Short Bond Fund - Retail Plan - Daily - IDCW,12.4137,07-Aug-22
109575,INF090I01CI4,INF090I01CJ2,Franklin India Ultra Short Bond Fund - Retail Plan - Weekly - IDCW,12.5163,07-Aug-22
107249,INF090I01CN4,-,Franklin India Ultra Short Bond Fund - Super Institutional - Growth,34.9131,07-Aug-22
107250,-,INF090I01CL8,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Daily - IDCW,12.4788,07-Aug-22
118560,INF090I01JA6,-,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Growth,34.2355,07-Aug-22
109576,INF090I01CM6,-,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Weekly - IDCW,12.5111,07-Aug-22
118561,INF090I01JB4,-,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Daily - IDCW,12.1512,07-Aug-22
118562,INF090I01JC2,-,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Weekly - IDCW,12.196,07-Aug-22
147975,INF090I01VF0,-,Franklin India Ultra Short Bond Fund- Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option,0,13-Jul-20
147976,INF090I01VE3,-,Franklin India Ultra Short Bond Fund- Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,0,13-Jul-20
147980,INF090I01VD5,-,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option,0,20-Jul-20
147979,INF090I01VC7,-,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,0,20-Jul-20
147977,INF090I01VI4,-,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option,0,13-Jul-20
147971,INF090I01VH6,-,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option,0,20-Jul-20
147974,INF090I01VL8,-,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Daily Dividend Option,0,20-Jul-20
147973,INF090I01VK0,-,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Option,0,20-Jul-20
147978,INF090I01VM6,-,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Weekly Dividend Option,0,20-Jul-20
147970,INF090I01VG8,-,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,0,20-Jul-20
147972,INF090I01VJ2,-,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option,0,20-Jul-20
145041,-,INF179KB12R1,HDFC Ultra Short Term Fund - Daily IDCW Option,10.103,22-Jul-24
145039,-,INF179KB16Q4,HDFC Ultra Short Term Fund - Direct Plan-Daily IDCW Option,10.092,22-Jul-24
145034,INF179KB15Q6,-,HDFC Ultra Short Term Fund - Direct Plan-Growth Option,14.4229,22-Jul-24
145036,INF179KB10R5,INF179KB19Q8,HDFC Ultra Short Term Fund - Direct Plan-Monthly IDCW Option,10.1102,22-Jul-24
145035,INF179KB18Q0,INF179KB17Q2,HDFC Ultra Short Term Fund - Direct Plan-Weekly IDCW Option,10.0645,22-Jul-24
145040,INF179KB11R3,-,HDFC Ultra Short Term Fund - Growth Option,14.1613,22-Jul-24
145037,INF179KB16R2,INF179KB15R4,HDFC Ultra Short Term Fund - Monthly IDCW Option,10.2083,22-Jul-24
145038,INF179KB14R7,INF179KB13R9,HDFC Ultra Short Term Fund - Weekly IDCW Option,10.0639,22-Jul-24
147910,-,INF336L01OS9,HSBC Ultra Short Duration Fund - Direct Daily IDCW,1079.9409,22-Jul-24
147908,INF336L01OR1,-,HSBC Ultra Short Duration Fund - Direct Growth,1279.7689,22-Jul-24
147915,INF336L01OV3,INF336L01OU5,HSBC Ultra Short Duration Fund - Direct Monthly IDCW,1017.2716,22-Jul-24
147912,-,INF336L01OT7,HSBC Ultra Short Duration Fund - Direct Weekly IDCW,1008.4182,22-Jul-24
147909,-,INF336L01OX9,HSBC Ultra Short Duration Fund - Regular Daily IDCW,1031.7278,22-Jul-24
147907,INF336L01OW1,-,HSBC Ultra Short Duration Fund - Regular Growth,1264.9665,22-Jul-24
147916,INF336L01PA4,INF336L01OZ4,HSBC Ultra Short Duration Fund - Regular Monthly IDCW,1032.7647,22-Jul-24
147911,-,INF336L01OY7,HSBC Ultra Short Duration Fund - Regular Weekly IDCW,1042.5111,22-Jul-24
145399,-,INF109KC1ND7,ICICI Prudential Ultra Short Term Fund - Daily IDCW,10.0803,22-Jul-24
120676,INF109K01T04,-,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Growth,27.8782,22-Jul-24
120678,INF109K01T12,INF109K01T20,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Half Yearly IDCW,10.7542,16-Sep-22
120677,INF109K01T38,INF109K01T46,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Monthly IDCW,10.8338,22-Jul-24
120675,INF109K01T53,INF109K01T61,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Quarterly IDCW,11.1157,22-Jul-24
145404,-,INF109KC1MY5,ICICI Prudential Ultra Short Term Fund - Direct Plan - Daily IDCW,10.0143,22-Jul-24
145401,INF109KC1NB1,INF109KC1NC9,ICICI Prudential Ultra Short Term Fund - Direct Plan - Fortnightly IDCW,10.0879,16-Sep-22
145400,INF109KC1NA3,INF109KC1MZ2,ICICI Prudential Ultra Short Term Fund - Direct Plan - Weekly IDCW,10.0978,22-Jul-24
130942,INF109KA1H69,-,ICICI Prudential Ultra Short Term Fund - Direct Plan Bonus,16.0996,24-Apr-20
145403,INF109KC1NH8,INF109KC1NG0,ICICI Prudential Ultra Short Term Fund - Fortnightly IDCW,10.0649,16-Sep-22
115092,INF109K01TP7,-,ICICI Prudential Ultra Short Term Fund - Growth,25.8783,22-Jul-24
115093,INF109K01TV5,INF109K01TU7,ICICI Prudential Ultra Short Term Fund - Half Yearly IDCW,10.6114,16-Sep-22
115094,INF109K01TR3,INF109K01TQ5,ICICI Prudential Ultra Short Term Fund - Monthly IDCW,10.7009,22-Jul-24
115091,INF109K01TT9,INF109K01TS1,ICICI Prudential Ultra Short Term Fund - Quarterly IDCW,10.9114,22-Jul-24
145402,INF109KC1NF2,INF109KC1NE5,ICICI Prudential Ultra Short Term Fund - Weekly IDCW,10.0811,22-Jul-24
114361,INF205K01TD9,INF205K01TE7,Invesco India Ultra Short Duration Fund - Annual IDCW (Payout / Reinvestment),1111.6453,22-Jul-24
