scheme_code, scheme_code, nav_date, nav
23755,DSP Banking & PSU Debt Fund-Reg(Q-IDCW),7/22/2024 12:00:00 AM,10.2768
23799,DSP Banking & PSU Debt Fund-Reg(W-IDCW),7/22/2024 12:00:00 AM,10.1687
18393,DSP Bond Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,79.7743
35389,DSP Bond Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.6186
18395,DSP Bond Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,11.6186
35750,DSP Bond Fund(M-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,11.2402
18394,DSP Bond Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.2402
637,DSP Bond Fund-Reg(G),7/22/2024 12:00:00 AM,75.3863
42698,DSP Bond Fund-Reg(G)(54EB Benefit),7/22/2024 12:00:00 AM,75.3863
636,DSP Bond Fund-Reg(IDCW),7/22/2024 12:00:00 AM,11.4996
44214,DSP Bond Fund-Reg(IDCW)(54EB Benefit),7/22/2024 12:00:00 AM,11.4996
37940,DSP Bond Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,11.4996
638,DSP Bond Fund-Reg(M-IDCW Reinv),7/22/2024 12:00:00 AM,11.1387
36081,DSP Bond Fund-Reg(M-IDCW),7/22/2024 12:00:00 AM,11.1387
48724,DSP BSE Liquid Rate ETF,7/22/2024 12:00:00 AM,1021.2514
48088,DSP BSE Sensex ETF,7/22/2024 12:00:00 AM,81.2723
40938,DSP Corp Bond Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,15.016
40939,DSP Corp Bond Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.4253
43480,DSP Corp Bond Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,11.4253
43481,DSP Corp Bond Fund(M-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,10.5373
40940,DSP Corp Bond Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.5373
43482,DSP Corp Bond Fund(Q-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,11.2635
40941,DSP Corp Bond Fund(Q-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.2635
37709,DSP Corp Bond Fund-Reg(G),7/22/2024 12:00:00 AM,14.7947
40935,DSP Corp Bond Fund-Reg(IDCW),7/22/2024 12:00:00 AM,11.3955
43477,DSP Corp Bond Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,11.3955
43478,DSP Corp Bond Fund-Reg(M-IDCW Reinv),7/22/2024 12:00:00 AM,10.5152
40936,DSP Corp Bond Fund-Reg(M-IDCW),7/22/2024 12:00:00 AM,10.5152
43479,DSP Corp Bond Fund-Reg(Q-IDCW Reinv),7/22/2024 12:00:00 AM,10.6236
40937,DSP Corp Bond Fund-Reg(Q-IDCW),7/22/2024 12:00:00 AM,10.6236
18404,DSP Credit Risk Fund(DD-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.2505
18405,DSP Credit Risk Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,43.9981
18403,DSP Credit Risk Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.8859
35757,DSP Credit Risk Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,11.8859
35758,DSP Credit Risk Fund(M-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,10.8491
18406,DSP Credit Risk Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.8491
18407,DSP Credit Risk Fund(Q-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,11.1252
35394,DSP Credit Risk Fund(Q-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.1252
18408,DSP Credit Risk Fund(W-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.2601
683,DSP Credit Risk Fund-Reg(DD-IDCW),7/22/2024 12:00:00 AM,10.2505
685,DSP Credit Risk Fund-Reg(G),7/22/2024 12:00:00 AM,40.603
684,DSP Credit Risk Fund-Reg(IDCW),7/22/2024 12:00:00 AM,11.8113
37429,DSP Credit Risk Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,11.8113
16580,DSP Credit Risk Fund-Reg(M-IDCW Reinv),7/22/2024 12:00:00 AM,10.7821
16539,DSP Credit Risk Fund-Reg(M-IDCW),7/22/2024 12:00:00 AM,10.7821
43483,DSP Credit Risk Fund-Reg(Q-IDCW Reinv),7/22/2024 12:00:00 AM,11.0147
16379,DSP Credit Risk Fund-Reg(Q-IDCW),7/22/2024 12:00:00 AM,11.0147
690,DSP Credit Risk Fund-Reg(W-IDCW),7/22/2024 12:00:00 AM,10.2593
47478,DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,11.349
47479,DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.349
47476,DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund-Reg(G),7/22/2024 12:00:00 AM,11.3054
47477,DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund-Reg(IDCW),7/22/2024 12:00:00 AM,11.3054
25879,DSP Dynamic Asset Allocation Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,29.182
43489,DSP Dynamic Asset Allocation Fund(M-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,16.122
25880,DSP Dynamic Asset Allocation Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,16.122
25872,DSP Dynamic Asset Allocation Fund-Reg(G),7/22/2024 12:00:00 AM,25.775
43488,DSP Dynamic Asset Allocation Fund-Reg(M-IDCW Reinv),7/22/2024 12:00:00 AM,13.949
25878,DSP Dynamic Asset Allocation Fund-Reg(M-IDCW),7/22/2024 12:00:00 AM,13.949
18428,DSP ELSS Tax Saver Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,149.531
35403,DSP ELSS Tax Saver Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,93.426
19448,DSP ELSS Tax Saver Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,93.426
745,DSP ELSS Tax Saver Fund-Reg(G),7/22/2024 12:00:00 AM,135.884
744,DSP ELSS Tax Saver Fund-Reg(IDCW),7/22/2024 12:00:00 AM,26.414
29215,DSP ELSS Tax Saver Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,26.414
18392,DSP Equity & Bond Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,370.317
35388,DSP Equity & Bond Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,70.461
19456,DSP Equity & Bond Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,70.461
9200,DSP Equity & Bond Fund-54EA-Reg(IDCW),7/22/2024 12:00:00 AM,30.25
635,DSP Equity & Bond Fund-Reg(G),7/22/2024 12:00:00 AM,332.785
634,DSP Equity & Bond Fund-Reg(IDCW),7/22/2024 12:00:00 AM,30.25
37150,DSP Equity & Bond Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,30.25
18416,DSP Equity Opportunities Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,672.827
35400,DSP Equity Opportunities Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,119.059
19449,DSP Equity Opportunities Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,119.059
716,DSP Equity Opportunities Fund-Reg(G),7/22/2024 12:00:00 AM,608.433
715,DSP Equity Opportunities Fund-Reg(IDCW),7/22/2024 12:00:00 AM,42.195
34101,DSP Equity Opportunities Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,42.195
34875,DSP Equity Savings Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,22.622
34876,DSP Equity Savings Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,13.875
35411,DSP Equity Savings Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,13.875
43494,DSP Equity Savings Fund(M-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,17.104
34877,DSP Equity Savings Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,17.104
43495,DSP Equity Savings Fund(Q-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,16.96
34878,DSP Equity Savings Fund(Q-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,16.96
34871,DSP Equity Savings Fund-Reg(G),7/22/2024 12:00:00 AM,20.355
34872,DSP Equity Savings Fund-Reg(IDCW),7/22/2024 12:00:00 AM,12.597
43491,DSP Equity Savings Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,12.597
43492,DSP Equity Savings Fund-Reg(M-IDCW Reinv),7/22/2024 12:00:00 AM,13.95
34873,DSP Equity Savings Fund-Reg(M-IDCW),7/22/2024 12:00:00 AM,13.95
43493,DSP Equity Savings Fund-Reg(Q-IDCW Reinv),7/22/2024 12:00:00 AM,13.884
34874,DSP Equity Savings Fund-Reg(Q-IDCW),7/22/2024 12:00:00 AM,13.884
18397,DSP Flexi Cap Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,110.127
35391,DSP Flexi Cap Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,95.885
18396,DSP Flexi Cap Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,95.885
642,DSP Flexi Cap Fund-Reg(G),7/22/2024 12:00:00 AM,100.073
641,DSP Flexi Cap Fund-Reg(IDCW),7/22/2024 12:00:00 AM,67.168
44215,DSP Flexi Cap Fund-Reg(IDCW)(54EA Benefits),7/22/2024 12:00:00 AM,67.168
26548,DSP Flexi Cap Fund-Reg(IDCW)(54EB Benefits),7/22/2024 12:00:00 AM,67.168
37276,DSP Flexi Cap Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,67.168
45399,DSP Floater Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,12.2817
45400,DSP Floater Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,12.2817
45401,DSP Floater Fund(IDCW-Reinvest)-Direct Plan,7/22/2024 12:00:00 AM,12.2817
45396,DSP Floater Fund-Reg(G),7/22/2024 12:00:00 AM,12.1686
45397,DSP Floater Fund-Reg(IDCW),7/22/2024 12:00:00 AM,12.1686
45398,DSP Floater Fund-Reg(IDCW-Reinvest),7/22/2024 12:00:00 AM,12.1686
45887,DSP FMP 264-60M & 17D(G)-Direct Plan,7/22/2024 12:00:00 AM,11.6288
45888,DSP FMP 264-60M & 17D(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.6289
43787,DSP FMP 264-60M & 17D-Reg(G),7/22/2024 12:00:00 AM,11.5791
45886,DSP FMP 264-60M & 17D-Reg(IDCW),7/22/2024 12:00:00 AM,11.5789
47073,DSP FMP 267-1246D(G)-Direct Plan,7/22/2024 12:00:00 AM,11.309
47074,DSP FMP 267-1246D(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.309
47071,DSP FMP 267-1246D-Reg(G),7/22/2024 12:00:00 AM,11.2881
47072,DSP FMP 267-1246D-Reg(IDCW),7/22/2024 12:00:00 AM,11.2881
47126,DSP FMP 268-1281D(G)-Direct Plan,7/22/2024 12:00:00 AM,11.2968
47127,DSP FMP 268-1281D(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.2959
47124,DSP FMP 268-1281D-Reg(G),7/22/2024 12:00:00 AM,11.2687
47562,DSP FMP 268-1281D-Reg(IDCW Reinvest),7/22/2024 12:00:00 AM,11.2687
47125,DSP FMP 268-1281D-Reg(IDCW),7/22/2024 12:00:00 AM,11.2687
47636,DSP FMP 270-1144D(G)-Direct Plan,7/22/2024 12:00:00 AM,11.1009
47637,DSP FMP 270-1144D(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.1012
47634,DSP FMP 270-1144D-Reg(G),7/22/2024 12:00:00 AM,11.0853
47635,DSP FMP 270-1144D-Reg(IDCW),7/22/2024 12:00:00 AM,11.0853
18399,DSP Focus Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,57.547
35390,DSP Focus Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,43.875
18398,DSP Focus Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,43.875
8463,DSP Focus Fund-Reg(G),7/22/2024 12:00:00 AM,52.077
8464,DSP Focus Fund-Reg(IDCW),7/22/2024 12:00:00 AM,22.737
36750,DSP Focus Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,22.737
18400,DSP Gilt Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,94.7024
35392,DSP Gilt Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,12.6777
18402,DSP Gilt Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,12.6777
18401,DSP Gilt Fund(M-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,10.7861
35393,DSP Gilt Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.7861
693,DSP Gilt Fund-Reg(G),7/22/2024 12:00:00 AM,89.3937
692,DSP Gilt Fund-Reg(IDCW),7/22/2024 12:00:00 AM,12.5476
10076,DSP Gilt Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,12.5476
38041,DSP Gilt Fund-Reg(M-IDCW Reinv),7/22/2024 12:00:00 AM,10.7284
691,DSP Gilt Fund-Reg(M-IDCW),7/22/2024 12:00:00 AM,10.7284
30212,DSP Global Allocation FoF(G)-Direct Plan,7/22/2024 12:00:00 AM,20.7696
30213,DSP Global Allocation FoF(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,17.8295
43497,DSP Global Allocation FoF(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,17.8295
14756,DSP Global Allocation FoF-Reg(G),7/22/2024 12:00:00 AM,19.7438
14757,DSP Global Allocation FoF-Reg(IDCW),7/22/2024 12:00:00 AM,16.226
43496,DSP Global Allocation FoF-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,16.226
46323,DSP Global Innovation FoF(G)-Direct Plan,7/19/2024 12:00:00 AM,14.1143
46328,DSP Global Innovation FoF(IDCW Reinvst)-Direct Plan,7/19/2024 12:00:00 AM,14.1143
46324,DSP Global Innovation FoF(IDCW)-Direct Plan,7/19/2024 12:00:00 AM,14.1143
45728,DSP Global Innovation FoF-Reg(G),7/19/2024 12:00:00 AM,13.801
46327,DSP Global Innovation FoF-Reg(IDCW Reinvest),7/19/2024 12:00:00 AM,13.801
46322,DSP Global Innovation FoF-Reg(IDCW),7/19/2024 12:00:00 AM,13.801
47938,DSP Gold ETF,7/22/2024 12:00:00 AM,72.1535
48324,DSP Gold ETF FoF(G)-Direct Plan,7/22/2024 12:00:00 AM,11.7225
48729,DSP Gold ETF FoF(IDCW Reinvest)-Direct Plan,7/22/2024 12:00:00 AM,11.7225
48325,DSP Gold ETF FoF(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.7225
48322,DSP Gold ETF FoF-Reg(G),7/22/2024 12:00:00 AM,11.6914
48365,DSP Gold ETF FoF-Reg(IDCW Reinvest),7/22/2024 12:00:00 AM,11.6914
48323,DSP Gold ETF FoF-Reg(IDCW),7/22/2024 12:00:00 AM,11.6914
41738,DSP Healthcare Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,38.62
41739,DSP Healthcare Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,26.487
42223,DSP Healthcare Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,26.487
36002,DSP Healthcare Fund-Reg(G),7/22/2024 12:00:00 AM,35.456
41737,DSP Healthcare Fund-Reg(IDCW),7/22/2024 12:00:00 AM,24.37
43500,DSP Healthcare Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,24.37
18409,DSP India T.I.G.E.R Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,356.425
35395,DSP India T.I.G.E.R Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,61.921
19445,DSP India T.I.G.E.R Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,61.921
698,DSP India T.I.G.E.R Fund-Reg(G),7/22/2024 12:00:00 AM,331.229
697,DSP India T.I.G.E.R Fund-Reg(IDCW),7/22/2024 12:00:00 AM,33.885
17414,DSP India T.I.G.E.R Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,33.885
18161,DSP Liquidity Fund(DD-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1000.9329
18160,DSP Liquidity Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,3529.5502
18159,DSP Liquidity Fund(W-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1001.6588
707,DSP Liquidity Fund-Reg(DD-IDCW),7/22/2024 12:00:00 AM,1000.9329
708,DSP Liquidity Fund-Reg(G),7/22/2024 12:00:00 AM,3492.8548
709,DSP Liquidity Fund-Reg(W-IDCW),7/22/2024 12:00:00 AM,1001.6451
32184,DSP Low Duration Fund(DD-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.1268
32183,DSP Low Duration Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,19.0465
35761,DSP Low Duration Fund(M-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,11.7501
32186,DSP Low Duration Fund(M-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.7501
35762,DSP Low Duration Fund(Q-IDCW Reinv)-Direct Plan,7/22/2024 12:00:00 AM,10.7839
32187,DSP Low Duration Fund(Q-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.7839
32185,DSP Low Duration Fund(W-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,10.134
17626,DSP Low Duration Fund-Reg(DD-IDCW),7/22/2024 12:00:00 AM,10.1814
17625,DSP Low Duration Fund-Reg(G),7/22/2024 12:00:00 AM,18.4968
43498,DSP Low Duration Fund-Reg(M-IDCW Reinv),7/22/2024 12:00:00 AM,10.6088
17628,DSP Low Duration Fund-Reg(M-IDCW),7/22/2024 12:00:00 AM,10.6088
43499,DSP Low Duration Fund-Reg(Q-IDCW Reinv),7/22/2024 12:00:00 AM,10.7529
17629,DSP Low Duration Fund-Reg(Q-IDCW),7/22/2024 12:00:00 AM,10.7529
17627,DSP Low Duration Fund-Reg(W-IDCW),7/22/2024 12:00:00 AM,10.1337
18418,DSP Midcap Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,159.075
35401,DSP Midcap Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,74.942
18417,DSP Midcap Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,74.942
735,DSP Midcap Fund-Reg(G),7/22/2024 12:00:00 AM,144.404
734,DSP Midcap Fund-Reg(IDCW),7/22/2024 12:00:00 AM,32.543
17523,DSP Midcap Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,32.543
48208,DSP Multi Asset Allocation Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,12.4882
48281,DSP Multi Asset Allocation Fund(IDCW Reinvest)-Direct Plan,7/22/2024 12:00:00 AM,12.4882
48209,DSP Multi Asset Allocation Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,12.4882
48206,DSP Multi Asset Allocation Fund-Reg(G),7/22/2024 12:00:00 AM,12.3409
48289,DSP Multi Asset Allocation Fund-Reg(IDCW Reinvest),7/22/2024 12:00:00 AM,12.3409
48207,DSP Multi Asset Allocation Fund-Reg(IDCW),7/22/2024 12:00:00 AM,12.3409
48454,DSP Multicap Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,12.03
48626,DSP Multicap Fund(IDCW Reinvest)-Direct Plan,7/22/2024 12:00:00 AM,12.03
48455,DSP Multicap Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,12.03
48040,DSP Multicap Fund-Reg(G),7/22/2024 12:00:00 AM,11.941
48632,DSP Multicap Fund-Reg(IDCW Reinvest),7/22/2024 12:00:00 AM,11.941
48453,DSP Multicap Fund-Reg(IDCW),7/22/2024 12:00:00 AM,11.941
19542,DSP Natural Res & New Energy Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,102.24
35399,DSP Natural Res & New Energy Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,38.139
19454,DSP Natural Res & New Energy Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,38.139
4584,DSP Natural Res & New Energy Fund-Reg(G),7/22/2024 12:00:00 AM,92.92
4585,DSP Natural Res & New Energy Fund-Reg(IDCW),7/22/2024 12:00:00 AM,32.208
37308,DSP Natural Res & New Energy Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,32.208
38904,DSP NIFTY 1D Rate Liquid ETF,7/22/2024 12:00:00 AM,1000
45715,DSP Nifty 50 Equal Weight ETF,7/22/2024 12:00:00 AM,317.5395
38181,DSP Nifty 50 Equal Weight Index Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,25.5597
38182,DSP Nifty 50 Equal Weight Index Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,23.1923
43490,DSP Nifty 50 Equal Weight Index Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,23.1923
38179,DSP Nifty 50 Equal Weight Index Fund-Reg(G),7/22/2024 12:00:00 AM,24.7407
38180,DSP Nifty 50 Equal Weight Index Fund-Reg(IDCW),7/22/2024 12:00:00 AM,22.3858
38238,DSP Nifty 50 Equal Weight Index Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,22.3858
36811,DSP Nifty 50 ETF,7/22/2024 12:00:00 AM,252.2009
42616,DSP NIFTY 50 Index Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,23.6924
42617,DSP NIFTY 50 Index Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,21.311
43502,DSP NIFTY 50 Index Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,21.311
41642,DSP NIFTY 50 Index Fund-Reg(G),7/22/2024 12:00:00 AM,23.4387
42615,DSP NIFTY 50 Index Fund-Reg(IDCW),7/22/2024 12:00:00 AM,21.2017
43501,DSP NIFTY 50 Index Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,21.2017
46468,DSP Nifty Bank ETF,7/22/2024 12:00:00 AM,52.9218
48856,DSP Nifty Bank Index Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,10.6714
48801,DSP Nifty Bank Index Fund-Reg(G),7/22/2024 12:00:00 AM,10.6605
48427,DSP Nifty Healthcare ETF,7/22/2024 12:00:00 AM,131.3683
47390,DSP Nifty IT ETF,7/22/2024 12:00:00 AM,40.4401
46157,DSP Nifty Midcap 150 Quality 50 ETF,7/22/2024 12:00:00 AM,251.3934
46670,DSP Nifty Midcap 150 Quality 50 Index Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,14.945
47136,DSP Nifty Midcap 150 Quality 50 Index Fund(IDCW Reinvest)-Direct Plan,7/22/2024 12:00:00 AM,14.945
46671,DSP Nifty Midcap 150 Quality 50 Index Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,14.945
46467,DSP Nifty Midcap 150 Quality 50 Index Fund-Reg(G),7/22/2024 12:00:00 AM,14.7467
47062,DSP Nifty Midcap 150 Quality 50 Index Fund-Reg(IDCW Reinvest),7/22/2024 12:00:00 AM,14.7467
46669,DSP Nifty Midcap 150 Quality 50 Index Fund-Reg(IDCW),7/22/2024 12:00:00 AM,14.7467
42619,DSP NIFTY Next 50 Index Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,28.3244
42620,DSP NIFTY Next 50 Index Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,25.719
43504,DSP NIFTY Next 50 Index Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,25.719
41641,DSP NIFTY Next 50 Index Fund-Reg(G),7/22/2024 12:00:00 AM,27.8525
42618,DSP NIFTY Next 50 Index Fund-Reg(IDCW),7/22/2024 12:00:00 AM,25.2565
43503,DSP NIFTY Next 50 Index Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,25.2565
47907,DSP Nifty Private Bank ETF,7/22/2024 12:00:00 AM,26.171
47908,DSP Nifty PSU Bank ETF,7/22/2024 12:00:00 AM,73.3905
46494,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,11.519
46495,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.519
45863,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund-Reg(G),7/22/2024 12:00:00 AM,11.4774
46493,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund-Reg(IDCW),7/22/2024 12:00:00 AM,11.4774
47550,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,11.1872
47551,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,11.1872
47548,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund-Reg(G),7/22/2024 12:00:00 AM,11.1619
47549,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund-Reg(IDCW),7/22/2024 12:00:00 AM,11.1619
48379,DSP Nifty Smallcap250 Quality 50 Index Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,12.2424
48727,DSP Nifty Smallcap250 Quality 50 Index Fund(IDCW Reinvest)-Direct Plan,7/22/2024 12:00:00 AM,12.2424
48380,DSP Nifty Smallcap250 Quality 50 Index Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,12.2424
48377,DSP Nifty Smallcap250 Quality 50 Index Fund-Reg(G),7/22/2024 12:00:00 AM,12.1928
48495,DSP Nifty Smallcap250 Quality 50 Index Fund-Reg(IDCW Reinvest),7/22/2024 12:00:00 AM,12.1928
48378,DSP Nifty Smallcap250 Quality 50 Index Fund-Reg(IDCW),7/22/2024 12:00:00 AM,12.1928
42333,DSP Overnight Fund(DD-IDCW)-Direct Plan,7/22/2024 12:00:00 AM,1000.0099
42332,DSP Overnight Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,1308.6428
42330,DSP Overnight Fund-Reg(DD-IDCW),7/22/2024 12:00:00 AM,1000.0099
41945,DSP Overnight Fund-Reg(G),7/22/2024 12:00:00 AM,1302.6797
42331,DSP Overnight Fund-Reg(W-IDCW),7/22/2024 12:00:00 AM,1001.9512
46024,DSP Overnight Fund-Unclaimed IDCW - Beyond 3Y,7/22/2024 12:00:00 AM,10
46025,DSP Overnight Fund-Unclaimed IDCW - Upto 3Y,7/22/2024 12:00:00 AM,11.6571
46026,DSP Overnight Fund-Unclaimed Redemption - Beyond 3Y,7/22/2024 12:00:00 AM,10
46027,DSP Overnight Fund-Unclaimed Redemption - Upto 3Y,7/22/2024 12:00:00 AM,11.657
43782,DSP Quant Fund(G)-Direct Plan,7/22/2024 12:00:00 AM,22.084
43783,DSP Quant Fund(IDCW)-Direct Plan,7/22/2024 12:00:00 AM,19.972
44192,DSP Quant Fund(IDCW-Reinv)-Direct Plan,7/22/2024 12:00:00 AM,19.972
42237,DSP Quant Fund-Reg(G),7/22/2024 12:00:00 AM,21.264
43781,DSP Quant Fund-Reg(IDCW),7/22/2024 12:00:00 AM,19.166
44191,DSP Quant Fund-Reg(IDCW-Reinv),7/22/2024 12:00:00 AM,19.166
